parish,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52
St Michael Cornhil,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,11.0,12.0,14.0,7.0,4.0,8.0,4.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0
St Michael Crookedlane,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,0.0,2.0,1.0,2.0,7.0,6.0,5.0,13.0,10.0,15.0,15.0,17.0,11.0,8.0,7.0,5.0,8.0,1.0,4.0,1.0,3.0,2.0
St Michael Queenhithe,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,8.0,7.0,18.0,17.0,11.0,11.0,12.0,25.0,4.0,19.0,9.0,5.0,3.0,3.0,4.0,0.0,1.0,1.0,6.0
St Michael Quern,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
St Michael Royal,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,2.0,14.0,4.0,11.0,20.0,14.0,20.0,15.0,10.0,5.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0
St Michael Woodstreet,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,12.0,2.0,8.0,10.0,7.0,6.0,9.0,6.0,14.0,5.0,6.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0
St Mildred Breadstreet,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,9.0,6.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
St Mildred Poultrey,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,8.0,4.0,4.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
St Nicholas Acons,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
St Nicholas Coleabby,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,5.0,8.0,7.0,14.0,14.0,8.0,11.0,9.0,2.0,5.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0
St Nicholas Olaves,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,6.0,8.0,3.0,12.0,7.0,8.0,7.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0
St Olave Hartstreet,0.0,2.0,4.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,9.0,4.0,7.0,7.0,9.0,12.0,14.0,20.0,20.0,13.0,23.0,16.0,5.0,7.0,11.0,9.0,1.0,3.0,3.0,8.0,1.0
St Olave Jewry,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,5.0,4.0,7.0,1.0,5.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
St Olave Silverstreet,2.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,6.0,15.0,17.0,21.0,23.0,23.0,23.0,19.0,23.0,9.0,4.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
St Olave Southwark,14.0,15.0,13.0,20.0,24.0,12.0,13.0,21.0,17.0,13.0,24.0,20.0,18.0,22.0,11.0,18.0,10.0,18.0,16.0,16.0,13.0,7.0,19.0,13.0,14.0,18.0,19.0,14.0,20.0,26.0,46.0,77.0,142.0,218.0,235.0,321.0,439.0,478.0,530.0,472.0,378.0,274.0,212.0,102.0,83.0,86.0,65.0,47.0,26.0,20.0,24.0,20.0
St Pancras Soperlane,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
St Paul Covent Garden,0.0,0.0,3.0,3.0,2.0,1.0,3.0,6.0,4.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,6.0,5.0,13.0,13.0,20.0,13.0,18.0,24.0,32.0,29.0,30.0,19.0,25.0,15.0,16.0,13.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0
St Peter Cheap,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,5.0,4.0,6.0,3.0,6.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
St Peter Cornhil,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,3.0,5.0,7.0,4.0,4.0,8.0,10.0,10.0,8.0,9.0,11.0,1.0,7.0,5.0,4.0,0.0,3.0,1.0,3.0,2.0
St Peter Paulswharf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,10.0,8.0,10.0,12.0,15.0,10.0,12.0,5.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0
St Peter Poor,2.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,7.0,6.0,8.0,8.0,4.0,6.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
St Sepulchres Parish,0.0,0.0,0.0,0.0,24.0,25.0,20.0,23.0,27.0,6.0,26.0,22.0,17.0,11.0,18.0,16.0,12.0,17.0,13.0,12.0,18.0,18.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St Steven Colemanstreet,3.0,2.0,2.0,3.0,6.0,5.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,8.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,6.0,7.0,11.0,15.0,14.0,15.0,36.0,47.0,36.0,47.0,56.0,43.0,44.0,35.0,12.0,13.0,10.0,13.0,9.0,4.0,1.0,2.0,0.0
St Steven Walbrook,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
St Swithin,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,11.0,7.0,6.0,6.0,5.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0
St Thomas Apostles,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,9.0,4.0,10.0,9.0,8.0,12.0,11.0,10.0,19.0,7.0,8.0,11.0,4.0,3.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,2.0
St Thomas Southwark,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,3.0,8.0,5.0,9.0,5.0,24.0,27.0,40.0,50.0,57.0,39.0,40.0,38.0,27.0,11.0,5.0,10.0,10.0,9.0,0.0,2.0,3.0,1.0
Stepney Parish,18.0,33.0,40.0,38.0,42.0,35.0,37.0,44.0,30.0,24.0,37.0,41.0,36.0,22.0,21.0,25.0,19.0,37.0,36.0,30.0,33.0,38.0,34.0,28.0,32.0,38.0,37.0,41.0,47.0,72.0,110.0,127.0,204.0,293.0,371.0,530.0,741.0,742.0,716.0,616.0,674.0,648.0,396.0,282.0,195.0,282.0,215.0,129.0,83.0,67.0,61.0,71.0
Trinity Minories,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,8.0,5.0,23.0,14.0,12.0,21.0,24.0,15.0,14.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,0.0,0.0
Trinity Parish,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,3.0,12.0,13.0,10.0,10.0,12.0,3.0,3.0,5.0,4.0,3.0,4.0,0.0,1.0,1.0,0.0
Whereof at the Pesthouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
